origin,destination,carrier,departure,arrival,carrier_eta
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-17,2016-06-19
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-19,2016-06-19
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-18,2016-06-19
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-17,2016-06-19
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-18,2016-06-19
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-18,2016-06-19
CNSHA,USA,SECOND_CLASS,2016-06-15,2016-06-21,2016-06-17
CNSHA,USA,SECOND_CLASS,2016-06-15,2016-06-20,2016-06-17
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-17,2016-06-19
CNSHA,USA,SAME_DAY,2016-06-15,2016-06-15,2016-06-15
CNSHA,USA,SECOND_CLASS,2016-06-15,2016-06-21,2016-06-17
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-18,2016-06-19
CNSHA,USA,SECOND_CLASS,2016-06-15,2016-06-19,2016-06-17
CNSHA,USA,SECOND_CLASS,2016-06-15,2016-06-20,2016-06-17
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-19,2016-06-19
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-18,2016-06-19
CNSHA,USA,SAME_DAY,2016-06-15,2016-06-16,2016-06-15
CNSHA,USA,STANDARD_CLASS,2016-06-15,2016-06-18,2016-06-19
CNSHA,USA,SAME_DAY,2016-06-15,2016-06-15,2016-06-15
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-19,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-22,2016-06-20
CNSHA,USA,FIRST_CLASS,2016-06-16,2016-06-18,2016-06-17
CNSHA,USA,SECOND_CLASS,2016-06-16,2016-06-19,2016-06-18
CNSHA,USA,SAME_DAY,2016-06-16,2016-06-17,2016-06-16
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-18,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-19,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-21,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-21,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-20,2016-06-20
CNSHA,USA,SAME_DAY,2016-06-16,2016-06-17,2016-06-16
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-20,2016-06-20
CNSHA,USA,SAME_DAY,2016-06-16,2016-06-17,2016-06-16
CNSHA,USA,FIRST_CLASS,2016-06-16,2016-06-18,2016-06-17
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-20,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-22,2016-06-20
CNSHA,USA,FIRST_CLASS,2016-06-16,2016-06-18,2016-06-17
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-21,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-22,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-19,2016-06-20
CNSHA,USA,SAME_DAY,2016-06-16,2016-06-16,2016-06-16
CNSHA,USA,SECOND_CLASS,2016-06-16,2016-06-20,2016-06-18
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-20,2016-06-20
CNSHA,USA,SECOND_CLASS,2016-06-16,2016-06-18,2016-06-18
CNSHA,USA,SECOND_CLASS,2016-06-16,2016-06-18,2016-06-18
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-18,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-19,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-21,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-16,2016-06-22,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-17,2016-06-22,2016-06-21
CNSHA,USA,SECOND_CLASS,2016-06-17,2016-06-22,2016-06-19
CNSHA,USA,STANDARD_CLASS,2016-06-17,2016-06-22,2016-06-21
CNSHA,USA,SAME_DAY,2016-06-17,2016-06-18,2016-06-17
CNSHA,USA,STANDARD_CLASS,2016-06-17,2016-06-21,2016-06-21
CNSHA,USA,FIRST_CLASS,2016-06-17,2016-06-19,2016-06-18
CNSHA,USA,SECOND_CLASS,2016-06-17,2016-06-22,2016-06-19
CNSHA,USA,STANDARD_CLASS,2016-06-17,2016-06-21,2016-06-21
CNSHA,USA,SAME_DAY,2016-06-17,2016-06-18,2016-06-17
CNSHA,USA,FIRST_CLASS,2016-06-17,2016-06-19,2016-06-18
CNSHA,USA,SECOND_CLASS,2016-06-17,2016-06-23,2016-06-19
CNSHA,USA,FIRST_CLASS,2016-06-17,2016-06-19,2016-06-18
CNSHA,USA,STANDARD_CLASS,2016-06-17,2016-06-20,2016-06-21
CNSHA,USA,STANDARD_CLASS,2016-06-17,2016-06-23,2016-06-21
CNSHA,USA,STANDARD_CLASS,2016-06-17,2016-06-23,2016-06-21
CNSHA,USA,FIRST_CLASS,2016-06-17,2016-06-19,2016-06-18
CNSHA,USA,STANDARD_CLASS,2016-06-17,2016-06-19,2016-06-21
CNSHA,USA,STANDARD_CLASS,2016-06-17,2016-06-21,2016-06-21
CNSHA,USA,STANDARD_CLASS,2016-06-17,2016-06-21,2016-06-21
CNSHA,USA,FIRST_CLASS,2016-06-18,2016-06-20,2016-06-19
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-22,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-23,2016-06-22
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-21,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-21,2016-06-22
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-23,2016-06-20
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-20,2016-06-20
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-22,2016-06-20
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-22,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-24,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-20,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-24,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-23,2016-06-22
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-20,2016-06-20
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-20,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-23,2016-06-22
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-23,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-21,2016-06-22
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-22,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-24,2016-06-22
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-22,2016-06-20
CNSHA,USA,SECOND_CLASS,2016-06-18,2016-06-21,2016-06-20
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-21,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-21,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-18,2016-06-23,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-25,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-22,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-23,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-23,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-22,2016-06-23
CNSHA,USA,SECOND_CLASS,2016-06-19,2016-06-24,2016-06-21
CNSHA,USA,SECOND_CLASS,2016-06-19,2016-06-23,2016-06-21
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-21,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-25,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-24,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-25,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-24,2016-06-23
CNSHA,USA,SECOND_CLASS,2016-06-19,2016-06-22,2016-06-21
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-24,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-24,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-19,2016-06-23,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-24,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-24,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-26,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-22,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-23,2016-06-24
CNSHA,USA,SECOND_CLASS,2016-06-20,2016-06-23,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-23,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-23,2016-06-24
CNSHA,USA,SECOND_CLASS,2016-06-20,2016-06-24,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-24,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-22,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-23,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-25,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-22,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-24,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-20,2016-06-24,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-25,2016-06-25
CNSHA,USA,SAME_DAY,2016-06-21,2016-06-21,2016-06-21
CNSHA,USA,SAME_DAY,2016-06-21,2016-06-21,2016-06-21
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-23,2016-06-25
CNSHA,USA,SECOND_CLASS,2016-06-21,2016-06-23,2016-06-23
CNSHA,USA,FIRST_CLASS,2016-06-21,2016-06-23,2016-06-22
CNSHA,USA,FIRST_CLASS,2016-06-21,2016-06-23,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-23,2016-06-25
CNSHA,USA,SAME_DAY,2016-06-21,2016-06-21,2016-06-21
CNSHA,USA,SECOND_CLASS,2016-06-21,2016-06-27,2016-06-23
CNSHA,USA,FIRST_CLASS,2016-06-21,2016-06-23,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-24,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-24,2016-06-25
CNSHA,USA,SAME_DAY,2016-06-21,2016-06-21,2016-06-21
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-23,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-24,2016-06-25
CNSHA,USA,FIRST_CLASS,2016-06-21,2016-06-23,2016-06-22
CNSHA,USA,SAME_DAY,2016-06-21,2016-06-21,2016-06-21
CNSHA,USA,SAME_DAY,2016-06-21,2016-06-21,2016-06-21
CNSHA,USA,SAME_DAY,2016-06-21,2016-06-21,2016-06-21
CNSHA,USA,FIRST_CLASS,2016-06-21,2016-06-23,2016-06-22
CNSHA,USA,SAME_DAY,2016-06-21,2016-06-21,2016-06-21
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-23,2016-06-25
CNSHA,USA,FIRST_CLASS,2016-06-21,2016-06-23,2016-06-22
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-23,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-25,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-27,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-21,2016-06-25,2016-06-25
CNSHA,USA,SAME_DAY,2016-06-21,2016-06-21,2016-06-21
CNSHA,USA,SECOND_CLASS,2016-06-21,2016-06-26,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-24,2016-06-26
CNSHA,USA,FIRST_CLASS,2016-06-22,2016-06-24,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-26,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-28,2016-06-26
CNSHA,USA,SECOND_CLASS,2016-06-22,2016-06-25,2016-06-24
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-28,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-27,2016-06-26
CNSHA,USA,SECOND_CLASS,2016-06-22,2016-06-24,2016-06-24
CNSHA,USA,FIRST_CLASS,2016-06-22,2016-06-24,2016-06-23
CNSHA,USA,FIRST_CLASS,2016-06-22,2016-06-24,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-25,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-27,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-24,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-24,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-28,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-24,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-27,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-24,2016-06-26
CNSHA,USA,FIRST_CLASS,2016-06-22,2016-06-24,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-27,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-24,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-26,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-24,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-26,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-26,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-27,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-26,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-28,2016-06-26
CNSHA,USA,FIRST_CLASS,2016-06-22,2016-06-24,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-22,2016-06-24,2016-06-26
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-28,2016-06-25
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-27,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-23,2016-06-26,2016-06-27
CNSHA,USA,STANDARD_CLASS,2016-06-23,2016-06-27,2016-06-27
CNSHA,USA,FIRST_CLASS,2016-06-23,2016-06-25,2016-06-24
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-28,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-23,2016-06-27,2016-06-27
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-25,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-23,2016-06-26,2016-06-27
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-27,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-23,2016-06-27,2016-06-27
CNSHA,USA,SAME_DAY,2016-06-23,2016-06-24,2016-06-23
CNSHA,USA,STANDARD_CLASS,2016-06-23,2016-06-29,2016-06-27
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-28,2016-06-25
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-28,2016-06-25
CNSHA,USA,SAME_DAY,2016-06-23,2016-06-24,2016-06-23
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-28,2016-06-25
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-28,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-23,2016-06-27,2016-06-27
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-28,2016-06-25
CNSHA,USA,SAME_DAY,2016-06-23,2016-06-24,2016-06-23
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-27,2016-06-25
CNSHA,USA,SECOND_CLASS,2016-06-23,2016-06-25,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-26,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-27,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-26,2016-06-28
CNSHA,USA,SECOND_CLASS,2016-06-24,2016-06-29,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-29,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-29,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-28,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-29,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-26,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-29,2016-06-28
CNSHA,USA,SECOND_CLASS,2016-06-24,2016-06-26,2016-06-26
CNSHA,USA,SECOND_CLASS,2016-06-24,2016-06-27,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-30,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-26,2016-06-28
CNSHA,USA,SECOND_CLASS,2016-06-24,2016-06-29,2016-06-26
CNSHA,USA,SECOND_CLASS,2016-06-24,2016-06-30,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-30,2016-06-28
CNSHA,USA,FIRST_CLASS,2016-06-24,2016-06-26,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-28,2016-06-28
CNSHA,USA,FIRST_CLASS,2016-06-24,2016-06-26,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-30,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-24,2016-06-26,2016-06-28
CNSHA,USA,FIRST_CLASS,2016-06-25,2016-06-27,2016-06-26
CNSHA,USA,SECOND_CLASS,2016-06-25,2016-07-01,2016-06-27
CNSHA,USA,FIRST_CLASS,2016-06-25,2016-06-27,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-28,2016-06-29
CNSHA,USA,SAME_DAY,2016-06-25,2016-06-26,2016-06-25
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-30,2016-06-29
CNSHA,USA,FIRST_CLASS,2016-06-25,2016-06-27,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-07-01,2016-06-29
CNSHA,USA,FIRST_CLASS,2016-06-25,2016-06-27,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-27,2016-06-29
CNSHA,USA,FIRST_CLASS,2016-06-25,2016-06-27,2016-06-26
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-27,2016-06-29
CNSHA,USA,SECOND_CLASS,2016-06-25,2016-06-29,2016-06-27
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-28,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-28,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-27,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-29,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-30,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-29,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-27,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-30,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-25,2016-06-29,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-07-01,2016-06-30
CNSHA,USA,FIRST_CLASS,2016-06-26,2016-06-28,2016-06-27
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,SECOND_CLASS,2016-06-26,2016-06-28,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-07-02,2016-06-30
CNSHA,USA,SECOND_CLASS,2016-06-26,2016-07-02,2016-06-28
CNSHA,USA,SECOND_CLASS,2016-06-26,2016-07-02,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-28,2016-06-30
CNSHA,USA,SECOND_CLASS,2016-06-26,2016-06-28,2016-06-28
CNSHA,USA,SECOND_CLASS,2016-06-26,2016-06-28,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-07-02,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,FIRST_CLASS,2016-06-26,2016-06-28,2016-06-27
CNSHA,USA,FIRST_CLASS,2016-06-26,2016-06-28,2016-06-27
CNSHA,USA,SECOND_CLASS,2016-06-26,2016-06-28,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-07-01,2016-06-30
CNSHA,USA,FIRST_CLASS,2016-06-26,2016-06-28,2016-06-27
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-30,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,FIRST_CLASS,2016-06-26,2016-06-28,2016-06-27
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-07-02,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-07-02,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-28,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-30,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-28,2016-06-30
CNSHA,USA,FIRST_CLASS,2016-06-26,2016-06-28,2016-06-27
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-07-01,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-30,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-30,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-26,2016-06-29,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-07-03,2016-07-01
CNSHA,USA,SAME_DAY,2016-06-27,2016-06-27,2016-06-27
CNSHA,USA,SECOND_CLASS,2016-06-27,2016-06-29,2016-06-29
CNSHA,USA,SECOND_CLASS,2016-06-27,2016-07-03,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-06-29,2016-07-01
CNSHA,USA,SECOND_CLASS,2016-06-27,2016-07-03,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-07-01,2016-07-01
CNSHA,USA,FIRST_CLASS,2016-06-27,2016-06-29,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-07-03,2016-07-01
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-06-29,2016-07-01
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-07-02,2016-07-01
CNSHA,USA,FIRST_CLASS,2016-06-27,2016-06-29,2016-06-28
CNSHA,USA,SECOND_CLASS,2016-06-27,2016-06-29,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-07-02,2016-07-01
CNSHA,USA,SECOND_CLASS,2016-06-27,2016-06-29,2016-06-29
CNSHA,USA,SAME_DAY,2016-06-27,2016-06-27,2016-06-27
CNSHA,USA,FIRST_CLASS,2016-06-27,2016-06-29,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-07-02,2016-07-01
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-06-30,2016-07-01
CNSHA,USA,FIRST_CLASS,2016-06-27,2016-06-29,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-06-29,2016-07-01
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-07-03,2016-07-01
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-07-03,2016-07-01
CNSHA,USA,FIRST_CLASS,2016-06-27,2016-06-29,2016-06-28
CNSHA,USA,FIRST_CLASS,2016-06-27,2016-06-29,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-06-30,2016-07-01
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-07-03,2016-07-01
CNSHA,USA,FIRST_CLASS,2016-06-27,2016-06-29,2016-06-28
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-06-30,2016-07-01
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-06-29,2016-07-01
CNSHA,USA,STANDARD_CLASS,2016-06-27,2016-07-03,2016-07-01
CNSHA,USA,SECOND_CLASS,2016-06-27,2016-07-01,2016-06-29
CNSHA,USA,FIRST_CLASS,2016-06-28,2016-06-30,2016-06-29
CNSHA,USA,FIRST_CLASS,2016-06-28,2016-06-30,2016-06-29
CNSHA,USA,SECOND_CLASS,2016-06-28,2016-07-02,2016-06-30
CNSHA,USA,FIRST_CLASS,2016-06-28,2016-06-30,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-07-03,2016-07-02
CNSHA,USA,FIRST_CLASS,2016-06-28,2016-06-30,2016-06-29
CNSHA,USA,SECOND_CLASS,2016-06-28,2016-06-30,2016-06-30
CNSHA,USA,FIRST_CLASS,2016-06-28,2016-06-30,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-06-30,2016-07-02
CNSHA,USA,FIRST_CLASS,2016-06-28,2016-06-30,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-07-01,2016-07-02
CNSHA,USA,FIRST_CLASS,2016-06-28,2016-06-30,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-06-30,2016-07-02
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-07-04,2016-07-02
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-07-03,2016-07-02
CNSHA,USA,SECOND_CLASS,2016-06-28,2016-07-03,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-07-03,2016-07-02
CNSHA,USA,FIRST_CLASS,2016-06-28,2016-06-30,2016-06-29
CNSHA,USA,FIRST_CLASS,2016-06-28,2016-06-30,2016-06-29
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-07-01,2016-07-02
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-07-04,2016-07-02
CNSHA,USA,SECOND_CLASS,2016-06-28,2016-07-03,2016-06-30
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-07-01,2016-07-02
CNSHA,USA,STANDARD_CLASS,2016-06-28,2016-07-01,2016-07-02
